case_number,date,block,latitude,longitude,ward,fatal
JJ412573,2025-09-13 05:32:00,2900 S DEARBORN ST,41.83967165414193,-87.62738465387966,3.0,False
JJ412600,2025-09-13 05:30:00,6300 S VERNON AVE,41.78065966894668,-87.61440854747082,20.0,False
JJ412600,2025-09-13 05:30:00,6300 S VERNON AVE,41.78065966894668,-87.61440854747082,20.0,False
JJ412515,2025-09-13 03:38:00,4200 W ADAMS ST,41.8771905,-87.7314,28.0,False
JJ412493,2025-09-13 02:45:00,3400 W WABANSIA AVE,41.91157165414193,-87.71193465387965,26.0,True
JJ412282,2025-09-12 21:36:00,6600 S HALSTED ST,41.77439834585807,-87.64406465387965,16.0,False
JJ412282,2025-09-12 21:36:00,6600 S HALSTED ST,41.77439834585807,-87.64406465387965,16.0,False
JJ412282,2025-09-12 21:36:00,6600 S HALSTED ST,41.77439834585807,-87.64406465387965,16.0,False
JJ412282,2025-09-12 21:36:00,6600 S HALSTED ST,41.77439834585807,-87.64406465387965,16.0,False
JJ412200,2025-09-12 19:46:00,5500 S STATE ST,41.79449966894669,-87.62568854747082,20.0,False
JJ412054,2025-09-12 17:43:00,6200 N ROCKWELL ST,41.99471690414193,-87.69456094130076,50.0,False
JJ411942,2025-09-12 16:31:00,7800 S RACINE AVE,41.75179834585807,-87.65347465387966,17.0,False
JJ411797,2025-09-12 15:00:00,1100 S MOZART ST,41.86685165414193,-87.69771534612035,28.0,True
JJ411700,2025-09-12 13:26:00,4900 W MONROE ST,41.88014966894669,-87.74872854747082,28.0,True
JJ411492,2025-09-12 10:32:00,800 E 91ST ST,41.72966834585807,-87.60330465387966,8.0,True
JJ411389,2025-09-12 09:05:00,5600 S RACINE AVE,41.79165309585807,-87.65520905869923,16.0,False
JJ411160,2025-09-12 00:55:00,3900 W WILCOX ST,41.87934966894669,-87.72487854747082,28.0,False
JJ411060,2025-09-11 22:00:00,5100 S CAMPBELL AVE,41.80004966894668,-87.68634854747083,14.0,False
JJ410976,2025-09-11 19:43:00,2000 W GEORGE ST,41.93349690414193,-87.67954905869924,32.0,False
JJ410886,2025-09-11 18:38:00,1400 W 47TH ST,41.80828690414193,-87.66049905869923,20.0,False
JJ410886,2025-09-11 18:38:00,1400 W 47TH ST,41.80828690414193,-87.66049905869923,20.0,False
JJ409923,2025-09-11 00:33:00,11200 S UNION AVE,41.69009165414193,-87.63960465387966,21.0,True
JJ409790,2025-09-10 21:16:00,2000 E 67TH ST,41.77392966894669,-87.57577854747082,5.0,False
JJ409688,2025-09-10 19:20:00,600 N MENARD AVE,41.89175544235107,-87.77053647870935,29.0,False
JJ409551,2025-09-10 17:23:00,10600 S AVENUE J,41.70279309585807,-87.53396094130076,10.0,False
JJ408484,2025-09-09 19:55:00,7400 S KIMBARK AVE,41.75950690414193,-87.59284094130076,8.0,True
JJ408289,2025-09-09 17:20:00,700 W 31ST ST,41.83844309585807,-87.64493905869924,11.0,False
JJ408118,2025-09-09 15:41:00,800 E 79TH ST,41.75139109585807,-87.60346073612034,8.0,True
JJ407910,2025-09-09 13:05:00,2500 E 79TH ST,41.75245966894669,-87.56287854747082,7.0,True
JJ407466,2025-09-09 06:16:00,1400 E 73RD ST,41.76199690414193,-87.59097905869923,8.0,False
JJ407325,2025-09-09 00:22:00,6600 S MARSHFIELD AVE,41.7722005,-87.66516,16.0,False
JJ407278,2025-09-08 21:15:00,9500 S HALSTED ST,41.72141834585807,-87.64378534612034,21.0,True
JJ407223,2025-09-08 21:11:00,5100 S FAIRFIELD AVE,41.79923165414193,-87.69215465387965,14.0,False
JJ407164,2025-09-08 20:21:00,3300 W OHIO ST,41.89146690414193,-87.71045094130076,27.0,False
JJ406795,2025-09-08 13:21:00,1700 E 79TH ST,41.7510205,-87.58281,8.0,False
JJ406253,2025-09-08 09:06:00,2200 S STATE ST,41.85250165414193,-87.62679465387966,3.0,True
JJ406108,2025-09-08 05:40:00,4000 W CULLERTON ST,41.85468834585807,-87.72685534612035,24.0,False
JJ405956,2025-09-07 23:04:00,0 N WESTERN AVE,41.88202690414193,-87.68658905869923,27.0,True
JJ405846,2025-09-07 19:34:00,4800 W FULTON ST,41.88533690414193,-87.74722905869923,28.0,True
JJ405834,2025-09-07 19:08:00,12400 S STEWART AVE,41.66804690414193,-87.63185094130077,9.0,False
JJ405656,2025-09-07 16:52:00,8100 S COLFAX AVE,41.74617690414193,-87.56170905869924,7.0,False
JJ405233,2025-09-07 10:00:00,6700 S CREGIER AVE,41.77302165414193,-87.58112465387966,5.0,False
JJ405076,2025-09-07 05:23:00,3500 S ARCHER AVE,41.82838329884093,-87.68156118078123,12.0,True
JJ405011,2025-09-07 03:33:00,700 S WELLS ST,41.87330309585807,-87.63317094130076,34.0,False
JJ405105,2025-09-07 01:30:00,900 W 111TH ST,41.6918105,-87.64609,21.0,False
JJ404898,2025-09-07 00:37:00,4700 W POLK ST,41.87061526530207,-87.74341656526934,24.0,False
JJ404844,2025-09-06 23:02:00,6700 S PARNELL AVE,41.77043690414193,-87.63827094130077,6.0,False
JJ404590,2025-09-06 17:50:00,800 W 34TH ST,41.83324966894669,-87.64772854747082,11.0,False
JJ404146,2025-09-06 10:49:00,300 W 93RD ST,41.72509690414193,-87.63291905869923,9.0,True
JJ404089,2025-09-06 10:14:00,3000 W POLK ST,41.87138309585807,-87.70224905869924,28.0,True
JJ404014,2025-09-06 03:30:00,5500 W WEST END AVE,41.88387690414193,-87.76322094130077,37.0,False
JJ403800,2025-09-06 01:08:00,11000 S ASHLAND AVE,41.69382966894668,-87.66187854747082,21.0,False
JJ403742,2025-09-05 23:55:00,4000 W LAKE ST,41.88556834585807,-87.72596465387966,28.0,False
JJ403653,2025-09-05 21:27:00,1300 S MICHIGAN AVE,41.86528165414193,-87.62382465387967,3.0,True
JJ403339,2025-09-05 16:40:00,8900 S SOUTH CHICAGO AVE,41.73412309585807,-87.56079905869923,7.0,False
JJ402742,2025-09-05 09:15:00,800 W 71ST ST,41.76548834585807,-87.64462465387966,16.0,False
JJ400163,2025-09-03 09:25:00,4300 W MONROE ST,41.87958165414193,-87.73402465387966,28.0,True
JJ400038,2025-09-03 07:17:00,8100 S MARYLAND AVE,41.74653834585807,-87.60411534612034,8.0,False
JJ399974,2025-09-03 02:55:00,5000 W LEXINGTON ST,41.87050917414193,-87.74922269130077,24.0,False
JJ399828,2025-09-02 22:34:00,300 W 106TH ST,41.70187834585807,-87.63288534612035,21.0,False
JJ399831,2025-09-02 22:29:00,2500 S KEELER AVE,41.84505309585807,-87.72901094130077,22.0,False
JJ399831,2025-09-02 22:29:00,2500 S KEELER AVE,41.84505309585807,-87.72901094130077,22.0,False
JJ399778,2025-09-02 19:36:00,2800 N LARAMIE AVE,41.93228834585807,-87.75673534612034,31.0,False
JJ399744,2025-09-02 19:30:00,2900 N PARKSIDE AVE,41.93352690414193,-87.76743094130077,31.0,False
JJ399652,2025-09-02 19:05:00,1800 W 46TH ST,41.81065834585807,-87.67152465387966,15.0,False
JJ399163,2025-09-02 13:28:00,4700 W HARRISON ST,41.87289165414193,-87.74257465387966,24.0,False
JJ399163,2025-09-02 13:28:00,4700 W HARRISON ST,41.87289165414193,-87.74257465387966,24.0,False
JJ398445,2025-09-02 00:36:00,100 S KILBOURN AVE,41.8784405,-87.73802,28.0,False
JJ398442,2025-09-02 00:01:00,3700 W 63RD ST,41.77884834585807,-87.71554465387966,23.0,False
JJ398376,2025-09-01 23:00:00,6000 S INDIANA AVE,41.78403690414193,-87.62070905869923,20.0,False
JJ398382,2025-09-01 22:40:00,3100 W 64TH ST,41.77744834585807,-87.70223465387966,14.0,False
JJ398076,2025-09-01 17:19:00,4800 N SIMONDS DR,41.97041690414194,-87.64650905869924,48.0,False
JJ397618,2025-09-01 11:20:00,2600 S KOLIN AVE,41.84290888801507,-87.73332434196735,22.0,True
JJ397324,2025-09-01 03:11:00,8200 S ST LOUIS AVE,41.74253320688393,-87.70931819715076,18.0,False
JJ397324,2025-09-01 03:11:00,8200 S ST LOUIS AVE,41.74253320688393,-87.70931819715076,18.0,True
JJ397241,2025-09-01 01:04:00,3600 S COTTAGE GROVE AVE,41.82919309585807,-87.60890094130077,4.0,False
JJ397241,2025-09-01 01:04:00,3600 S COTTAGE GROVE AVE,41.82919309585807,-87.60890094130077,4.0,False
JJ397241,2025-09-01 01:04:00,3600 S COTTAGE GROVE AVE,41.82919309585807,-87.60890094130077,4.0,False
JJ397241,2025-09-01 01:04:00,3600 S COTTAGE GROVE AVE,41.82919309585807,-87.60890094130077,4.0,False
JJ397241,2025-09-01 01:04:00,3600 S COTTAGE GROVE AVE,41.82919309585807,-87.60890094130077,4.0,False
JJ397303,2025-09-01 01:00:00,6100 N KEDZIE AVE,41.99288165414193,-87.70862465387965,50.0,False
JJ397118,2025-08-31 21:59:00,1200 E 83RD ST,41.74416834585807,-87.59509534612035,8.0,False
JJ397016,2025-08-31 20:30:00,2400 S DRAKE AVE,41.84661690414193,-87.71376905869923,22.0,True
JJ396921,2025-08-31 18:52:00,13200 S ELLIS AVE,41.65510309585807,-87.59662094130077,10.0,True
JJ396834,2025-08-31 17:04:00,1500 S CHRISTIANA AVE,41.85974690414193,-87.70902094130076,24.0,False
JJ396780,2025-08-31 16:40:00,11700 S PEORIA ST,41.68170966894669,-87.64416854747083,21.0,False
JJ396759,2025-08-31 16:18:00,9400 S WENTWORTH AVE,41.72254309585807,-87.62908905869924,9.0,False
JJ396800,2025-08-31 15:00:00,700 S CICERO AVE,41.87140966894668,-87.74462854747082,24.0,False
JJ396627,2025-08-31 14:55:00,5900 S PRINCETON AVE,41.78634165414193,-87.63336534612034,20.0,False
JJ396627,2025-08-31 14:55:00,5900 S PRINCETON AVE,41.78634165414193,-87.63336534612034,20.0,False
JJ396089,2025-08-31 03:34:00,7300 S DREXEL AVE,41.76207309585807,-87.60347905869924,6.0,False
JJ396096,2025-08-31 03:00:00,8100 S HARPER AVE,41.74715690414193,-87.58722905869924,8.0,False
JJ396061,2025-08-31 02:46:00,6300 S ELIZABETH ST,41.77890309585807,-87.65527094130077,16.0,False
JJ396061,2025-08-31 02:46:00,6300 S ELIZABETH ST,41.77890309585807,-87.65527094130077,16.0,True
JJ396600,2025-08-31 01:39:00,1900 W 17TH ST,41.85927966894668,-87.67455854747082,25.0,False
JJ396600,2025-08-31 01:39:00,1900 W 17TH ST,41.85927966894668,-87.67455854747082,25.0,False
JJ396021,2025-08-31 01:39:00,1900 W 17TH ST,41.85920309585807,-87.67355094130077,25.0,True
JJ396027,2025-08-31 01:34:00,7500 S KINGSTON AVE,41.75741165414193,-87.56299534612035,7.0,False
JJ434731,2025-08-31 01:30:00,4300 S ASHLAND AVE,41.81618309585807,-87.66502094130077,11.0,False
JJ396019,2025-08-31 01:29:00,2500 S TRUMBULL AVE,41.84656309585807,-87.71158905869923,22.0,False
JJ395995,2025-08-31 00:11:00,2700 W HADDON AVE,41.9012805,-87.69634,36.0,False
JJ395995,2025-08-31 00:11:00,2700 W HADDON AVE,41.9012805,-87.69634,36.0,False
JJ395995,2025-08-31 00:11:00,2700 W HADDON AVE,41.9012805,-87.69634,36.0,False
JJ395995,2025-08-31 00:11:00,2700 W HADDON AVE,41.9012805,-87.69634,36.0,False
JJ395963,2025-08-31 00:00:00,5100 S STATE ST,41.80165165414193,-87.62559465387966,3.0,False
JJ395971,2025-08-30 23:42:00,1200 S CHRISTIANA AVE,41.86614309585807,-87.70918094130077,24.0,False
JJ395921,2025-08-30 23:19:00,2700 W FOSTER AVE,41.97620309585807,-87.69773094130076,40.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395905,2025-08-30 23:10:00,3500 S STATE ST,41.8300305,-87.62634,3.0,False
JJ395893,2025-08-30 22:51:00,6500 S WOLCOTT AVE,41.77396165414193,-87.67106465387965,15.0,False
JJ395897,2025-08-30 22:40:00,1600 E 79TH ST,41.75143165414193,-87.58441534612034,8.0,False
JJ395897,2025-08-30 22:40:00,1600 E 79TH ST,41.75143165414193,-87.58441534612034,8.0,False
JJ395773,2025-08-30 19:46:00,900 E 131ST ST,41.65720165414193,-87.59926465387966,10.0,True
JJ395561,2025-08-30 16:17:00,600 N RIDGEWAY AVE,41.89332309585807,-87.71948094130077,27.0,False
JJ395561,2025-08-30 16:17:00,600 N RIDGEWAY AVE,41.89332309585807,-87.71948094130077,27.0,False
JJ395241,2025-08-30 11:01:00,500 N SAWYER AVE,41.89153309585807,-87.70722094130078,27.0,False
JJ395241,2025-08-30 11:01:00,500 N SAWYER AVE,41.89153309585807,-87.70722094130078,27.0,True
JJ394968,2025-08-30 03:00:00,200 N LAKEFRONT DR,41.88599834585807,-87.61336534612035,42.0,True
JJ394897,2025-08-30 01:19:00,1400 S TRUMBULL AVE,41.86188165414193,-87.71222534612033,24.0,False
JJ394920,2025-08-30 01:03:00,4400 W FIFTH AVE,41.87044966894668,-87.73610854747082,24.0,False
JJ394920,2025-08-30 01:03:00,4400 W FIFTH AVE,41.87044966894668,-87.73610854747082,24.0,False
JJ394871,2025-08-30 00:42:00,200 W 112TH ST,41.69131309585807,-87.62783094130077,9.0,False
JJ394850,2025-08-29 23:56:00,7700 S ESSEX AVE,41.75493966894668,-87.56386854747082,7.0,False
JJ394850,2025-08-29 23:56:00,7700 S ESSEX AVE,41.75493966894668,-87.56386854747082,7.0,True
JJ394817,2025-08-29 22:32:00,7400 S EBERHART AVE,41.75849165414193,-87.61326534612034,6.0,False
JJ393015,2025-08-28 15:48:00,600 W 47TH ST,41.8084305,-87.6418,15.0,True
JJ393015,2025-08-28 15:48:00,600 W 47TH ST,41.8084305,-87.6418,15.0,False
JJ392857,2025-08-28 13:35:00,500 W 123RD ST,41.67029165414193,-87.63695534612035,9.0,False
