case_number,date,block,latitude,longitude,ward,fatal
JJ473745,2025-11-01 14:00:00,3400 W FULTON BLVD,41.8856305,-87.71181,28.0,False
JJ473255,2025-11-01 08:20:00,13200 S CORLISS AVE,41.65507049999999,-87.60247,10.0,False
JJ473116,2025-11-01 04:04:00,2100 S HARDING AVE,41.85273690414194,-87.72395905869924,24.0,False
JJ473116,2025-11-01 04:04:00,2100 S HARDING AVE,41.85273690414194,-87.72395905869924,24.0,False
JJ473116,2025-11-01 04:04:00,2100 S HARDING AVE,41.85273690414194,-87.72395905869924,24.0,False
JJ473032,2025-11-01 02:26:00,2500 S TRUMBULL AVE,41.84634834585807,-87.71059465387965,22.0,False
JJ472469,2025-10-31 16:15:00,1300 W GRENSHAW ST,41.86817309585807,-87.66033905869924,28.0,True
JJ472016,2025-10-31 10:17:00,6200 S MAY ST,41.77976690414193,-87.65371905869924,16.0,False
JJ472016,2025-10-31 10:17:00,6200 S MAY ST,41.77976690414193,-87.65371905869924,16.0,False
JJ470348,2025-10-29 21:40:00,1700 N LUNA AVE,41.91305834585807,-87.76463534612034,37.0,False
JJ470329,2025-10-29 21:05:00,1100 S STATE ST,41.86929309585807,-87.62757905869923,4.0,False
JJ469121,2025-10-28 23:19:00,800 E 80TH ST,41.74985309585807,-87.60393094130077,8.0,False
JJ468942,2025-10-28 19:00:00,7800 S CORNELL AVE,41.75297834585807,-87.58385465387965,8.0,False
JJ468478,2025-10-28 14:31:00,1000 N LAWNDALE AVE,41.89945834585807,-87.71916534612033,27.0,False
JJ468409,2025-10-28 13:23:00,500 W ROOSEVELT RD,41.86785309585807,-87.63963905869923,28.0,False
JJ467596,2025-10-27 18:00:00,6000 N CALIFORNIA AVE,41.99123690414193,-87.69956905869923,50.0,False
JJ467479,2025-10-27 16:49:00,7600 S VINCENNES AVE,41.75674309585807,-87.63268905869923,6.0,True
JJ466578,2025-10-27 00:10:00,7400 S LANGLEY AVE,41.75890834585807,-87.60842534612034,6.0,False
JJ465830,2025-10-26 10:45:00,800 E 79TH ST,41.75198966894669,-87.60362854747082,8.0,False
JJ465830,2025-10-26 10:45:00,800 E 79TH ST,41.75198966894669,-87.60362854747082,8.0,False
JJ465813,2025-10-26 10:18:00,11000 S MACKINAW AVE,41.69441898655093,-87.54206756540366,10.0,True
JJ465641,2025-10-26 05:53:00,100 E 51ST ST,41.80261309585807,-87.62173094130077,3.0,False
JJ465641,2025-10-26 05:53:00,100 E 51ST ST,41.80261309585807,-87.62173094130077,3.0,False
JJ465517,2025-10-26 01:52:00,1500 W MARQUETTE RD,41.77213165414193,-87.66355534612035,16.0,False
JJ465043,2025-10-25 15:51:00,1500 E 75TH ST,41.75868165414193,-87.58666465387967,8.0,False
JJ464987,2025-10-25 15:00:00,3100 S ST LOUIS AVE,41.83622165414193,-87.71265534612034,22.0,False
JJ464987,2025-10-25 15:00:00,3100 S ST LOUIS AVE,41.83622165414193,-87.71265534612034,22.0,True
JJ464987,2025-10-25 15:00:00,3100 S ST LOUIS AVE,41.83622165414193,-87.71265534612034,22.0,False
JJ464545,2025-10-25 05:22:00,1000 N KOSTNER AVE,41.8983305,-87.73619,37.0,False
JJ464545,2025-10-25 05:22:00,1000 N KOSTNER AVE,41.8983305,-87.73619,37.0,True
JJ464518,2025-10-25 04:05:00,7600 S COTTAGE GROVE AVE,41.75535834585807,-87.60559534612034,6.0,False
JJ464510,2025-10-25 03:02:00,700 S LARAMIE AVE,41.87249966894669,-87.75476854747082,29.0,False
JJ464479,2025-10-25 02:38:00,4400 W 16TH ST,41.85930309585807,-87.73667905869924,24.0,False
JJ464475,2025-10-25 02:29:00,100 E 57TH ST,41.7903505,-87.62183,20.0,False
JJ464097,2025-10-24 18:23:00,5500 S LAFAYETTE AVE,41.79358165414193,-87.62705534612034,20.0,False
JJ461788,2025-10-22 23:43:00,1500 S LAWNDALE AVE,41.86017834585807,-87.71796534612034,24.0,False
JJ461752,2025-10-22 22:21:00,5200 W CHICAGO AVE,41.89500834585807,-87.75585465387967,37.0,False
JJ461613,2025-10-22 18:48:00,3500 S DR MARTIN LUTHER KING JR DR,41.83088165414193,-87.61702465387965,4.0,False
JJ461580,2025-10-22 18:30:00,6600 S SACRAMENTO AVE,41.77371966894668,-87.69782854747082,15.0,True
JJ461283,2025-10-22 15:36:00,4900 W ERIE ST,41.89215165414193,-87.74979465387966,37.0,False
JJ461283,2025-10-22 15:36:00,4900 W ERIE ST,41.89215165414193,-87.74979465387966,37.0,True
JJ460760,2025-10-22 07:56:00,8100 S MARSHFIELD AVE,41.74573966894668,-87.66422854747083,17.0,True
JJ460760,2025-10-22 07:56:00,8100 S MARSHFIELD AVE,41.74573966894668,-87.66422854747083,17.0,True
JJ460760,2025-10-22 07:56:00,8100 S MARSHFIELD AVE,41.74573966894668,-87.66422854747083,17.0,False
JJ460542,2025-10-21 20:40:00,1300 N HARDING AVE,41.90557834585807,-87.72488465387966,36.0,False
JJ460391,2025-10-21 15:37:00,1300 S ALBANY AVE,41.86426309585807,-87.70296094130077,24.0,False
JJ460012,2025-10-21 14:30:00,4100 W WEST END AVE,41.88338834585807,-87.72942465387966,28.0,True
JJ459357,2025-10-20 20:55:00,7300 N WINCHESTER AVE,42.01515306359293,-87.67960748722135,49.0,False
JJ459173,2025-10-20 18:44:00,2100 W 52ND PL,41.79769165414193,-87.67746465387965,16.0,True
JJ458793,2025-10-20 15:15:00,800 W 76TH ST,41.75579165414193,-87.64446465387967,17.0,False
JJ458793,2025-10-20 15:15:00,800 W 76TH ST,41.75579165414193,-87.64446465387967,17.0,False
JJ458730,2025-10-20 14:26:00,200 E 68TH ST,41.77172001390468,-87.61809862002983,6.0,False
JJ458730,2025-10-20 14:26:00,200 E 68TH ST,41.77172001390468,-87.61809862002983,6.0,False
JJ458069,2025-10-20 02:35:00,200 W GARFIELD BLVD,41.79516309585807,-87.63082905869923,20.0,False
JJ458069,2025-10-20 02:35:00,200 W GARFIELD BLVD,41.79516309585807,-87.63082905869923,20.0,False
JJ457065,2025-10-19 04:44:00,3800 W VAN BUREN ST,41.8748005,-87.72257,28.0,False
JJ456999,2025-10-19 02:30:00,600 E 75TH ST,41.75891309585807,-87.60844905869924,6.0,False
JJ456999,2025-10-19 02:30:00,600 E 75TH ST,41.75891309585807,-87.60844905869924,6.0,False
JJ456993,2025-10-19 02:20:00,4200 W CERMAK RD,41.85137165414193,-87.73109465387967,22.0,False
JJ456809,2025-10-18 21:30:00,6000 W NORTH AVE,41.90985309585807,-87.77619905869923,29.0,False
JJ456446,2025-10-18 15:02:00,700 S CALIFORNIA AVE,41.87110690414193,-87.69645905869923,28.0,False
JJ456176,2025-10-18 10:37:00,7100 S CALUMET AVE,41.76475690414193,-87.61697905869923,6.0,False
JJ455814,2025-10-18 00:40:00,5400 S SHIELDS AVE,41.79540193476893,-87.63428381107677,20.0,True
JJ455712,2025-10-17 22:37:00,2800 N LEAVITT ST,41.93298834585807,-87.68066465387966,32.0,True
JJ455640,2025-10-17 20:26:00,10800 S AVENUE M,41.69870966894668,-87.53740854747082,10.0,False
JJ455640,2025-10-17 20:26:00,10800 S AVENUE M,41.69870966894668,-87.53740854747082,10.0,False
JJ455622,2025-10-17 20:01:00,3900 W MADISON ST,41.88104834585807,-87.72338465387966,28.0,False
JJ455562,2025-10-17 19:00:00,3100 S PRINCETON AVE,41.83820834585807,-87.63380465387966,11.0,True
JJ455562,2025-10-17 19:00:00,3100 S PRINCETON AVE,41.83820834585807,-87.63380465387966,11.0,False
JJ455597,2025-10-17 18:30:00,100 N CENTRAL PARK DR,41.88320165414193,-87.71613534612034,28.0,False
JJ455364,2025-10-17 16:19:00,100 S WELLS ST,41.87914690414193,-87.63335094130076,42.0,False
JJ455198,2025-10-17 15:04:00,1500 S HOMAN AVE,41.86076834585807,-87.71066534612034,24.0,True
JJ455183,2025-10-17 14:31:00,10500 S UNION AVE,41.70173165414193,-87.63996465387966,21.0,False
JJ454911,2025-10-17 10:50:00,3500 E 106TH ST,41.70334309585807,-87.53628094130077,10.0,False
JJ454600,2025-10-17 03:48:00,1100 N DEARBORN ST,41.90414966894669,-87.62968854747082,2.0,False
JJ454600,2025-10-17 03:48:00,1100 N DEARBORN ST,41.90414966894669,-87.62968854747082,2.0,False
JJ454600,2025-10-17 03:48:00,1100 N DEARBORN ST,41.90414966894669,-87.62968854747082,2.0,False
JJ454600,2025-10-17 03:48:00,1100 N DEARBORN ST,41.90414966894669,-87.62968854747082,2.0,False
JJ454540,2025-10-17 00:52:00,13000 S ELLIS AVE,41.65885966894668,-87.59758854747082,10.0,False
JJ455621,2025-10-17 00:00:00,1300 W WASHBURNE AVE,41.86648309585807,-87.65932094130076,28.0,False
JJ455621,2025-10-17 00:00:00,1300 W WASHBURNE AVE,41.86648309585807,-87.65932094130076,28.0,False
JJ454465,2025-10-16 22:56:00,8800 S MARQUETTE AVE,41.73427049999999,-87.55844,7.0,True
JJ454457,2025-10-16 22:30:00,2300 S KEDZIE AVE,41.84810165414193,-87.70573534612033,25.0,False
JJ453108,2025-10-15 19:28:00,6900 S LAFAYETTE AVE,41.76931834585807,-87.62724534612035,6.0,False
JJ453108,2025-10-15 19:28:00,6900 S LAFAYETTE AVE,41.76931834585807,-87.62724534612035,6.0,False
JJ453024,2025-10-15 19:10:00,8000 S COTTAGE GROVE AVE,41.74731690414193,-87.60502094130077,8.0,False
JJ452031,2025-10-15 02:16:00,3700 W 82ND ST,41.74448309585807,-87.71564094130076,18.0,False
JJ451965,2025-10-14 23:34:00,0 W 44TH ST,41.8141805,-87.6264,3.0,True
JJ452118,2025-10-14 23:20:00,1500 S FAIRFIELD AVE,41.86153834585807,-87.69498534612035,28.0,False
JJ450287,2025-10-13 16:14:00,300 W ROOT ST,41.81886745259493,-87.63449395916435,3.0,True
JJ450167,2025-10-13 14:22:00,11300 S MAY ST,41.68762165414193,-87.65104534612034,21.0,False
JJ450167,2025-10-13 14:22:00,11300 S MAY ST,41.68762165414193,-87.65104534612034,21.0,False
JJ449998,2025-10-13 12:36:00,6200 S PAULINA ST,41.78105834585807,-87.66725534612034,15.0,False
JJ449689,2025-10-13 07:50:00,5100 S HYDE PARK BLVD,41.80203309585807,-87.58489905869924,5.0,False
JJ449456,2025-10-12 21:19:00,800 W 59TH ST,41.78663690414193,-87.64576905869923,16.0,False
JJ448703,2025-10-12 07:14:00,6800 S CORNELL AVE,41.77084165414193,-87.58472465387966,5.0,False
JJ448595,2025-10-12 02:40:00,6900 S COTTAGE GROVE AVE,41.76879049999999,-87.60583,6.0,False
JJ448595,2025-10-12 02:40:00,6900 S COTTAGE GROVE AVE,41.76879049999999,-87.60583,6.0,False
JJ448562,2025-10-12 02:21:00,2100 S ALBANY AVE,41.85280834585807,-87.70255465387966,24.0,False
JJ448559,2025-10-12 02:14:00,6400 S FAIRFIELD AVE,41.77647309585807,-87.69221905869924,16.0,True
JJ448500,2025-10-12 00:53:00,2500 S TRUMBULL AVE,41.84634966894669,-87.71116854747082,22.0,False
JJ448432,2025-10-11 22:16:00,3000 W ARTHINGTON ST,41.87016834585807,-87.70097465387965,28.0,True
JJ448302,2025-10-11 19:09:00,5900 S NORMANDY AVE,41.78474405394607,-87.78833529634966,13.0,True
JJ448302,2025-10-11 19:09:00,5900 S NORMANDY AVE,41.78474405394607,-87.78833529634966,13.0,False
JJ447512,2025-10-11 02:30:00,600 W 59TH ST,41.78717834585807,-87.64014465387966,20.0,False
JJ446884,2025-10-10 14:11:00,9700 S PRINCETON AVE,41.71690690414193,-87.63085094130076,9.0,True
JJ447418,2025-10-10 10:35:00,5600 S MARYLAND AVE,41.79176834585807,-87.60552534612034,5.0,False
JJ446581,2025-10-10 09:50:00,300 E 68TH ST,41.77163473923907,-87.61788655116177,6.0,False
JJ444955,2025-10-08 21:44:00,2600 E 79TH ST,41.7513305,-87.55912,7.0,False
JJ444450,2025-10-08 14:44:00,800 E 65TH ST,41.77747966894668,-87.60509854747082,20.0,False
JJ443971,2025-10-08 02:48:00,6000 S PRAIRIE AVE,41.78500309585807,-87.61855094130077,20.0,True
JJ443850,2025-10-08 01:35:00,2400 W 21ST PL,41.85346222834068,-87.68681890137282,28.0,False
JJ443625,2025-10-07 09:00:00,1000 W 31ST ST,41.8374705,-87.6516,11.0,True
JJ442443,2025-10-06 20:39:00,1600 E 95TH ST,41.72207165414193,-87.58258465387966,7.0,False
JJ442189,2025-10-06 16:57:00,1600 W 79TH ST,41.75093309585807,-87.66541905869923,17.0,True
JJ442109,2025-10-06 16:32:00,0 N KILBOURN AVE,41.88144309585807,-87.73835905869923,28.0,True
JJ441599,2025-10-06 08:30:00,5600 W WASHINGTON BLVD,41.88259309585807,-87.76742905869924,29.0,True
JJ441303,2025-10-06 02:58:00,2600 W 39TH PL,41.82188599414193,-87.68988346387965,12.0,True
JJ441283,2025-10-06 01:13:00,0 E LAKE ST,41.88565165414193,-87.62546465387966,34.0,False
JJ441136,2025-10-05 21:48:00,2800 N CLYBOURN AVE,41.93291690414193,-87.68016905869924,32.0,False
JJ441123,2025-10-05 21:13:00,13500 S AVENUE N,41.64879165414193,-87.53836465387965,10.0,False
JJ441123,2025-10-05 21:13:00,13500 S AVENUE N,41.64879165414193,-87.53836465387965,10.0,False
JJ441044,2025-10-05 19:49:00,300 S CAMPBELL AVE,41.87613690414193,-87.68862094130077,27.0,False
JJ441044,2025-10-05 19:49:00,300 S CAMPBELL AVE,41.87613690414193,-87.68862094130077,27.0,False
JJ440376,2025-10-05 09:05:00,3100 W CHICAGO AVE,41.89495690414193,-87.70646905869923,27.0,False
JJ440271,2025-10-05 06:00:00,7800 S MARYLAND AVE,41.75237309585807,-87.60386094130077,8.0,False
JJ440095,2025-10-05 01:20:00,700 E 111TH ST,41.69211525999999,-87.6044232,9.0,False
JJ440098,2025-10-05 00:58:00,5600 S MORGAN ST,41.79136834585807,-87.65052534612035,16.0,False
JJ440067,2025-10-05 00:29:00,7000 S WOLCOTT AVE,41.76483165414193,-87.67139534612033,17.0,False
JJ439969,2025-10-04 21:58:00,1300 S ALBANY AVE,41.86395309585807,-87.70348905869923,24.0,False
JJ439875,2025-10-04 20:10:00,3800 W ROOSEVELT RD,41.8655205,-87.72034,24.0,True
JJ439777,2025-10-04 18:38:00,3400 W OGDEN AVE,41.85510165414193,-87.71277534612034,24.0,False
JJ439777,2025-10-04 18:38:00,3400 W OGDEN AVE,41.85510165414193,-87.71277534612034,24.0,True
JJ439436,2025-10-04 14:02:00,100 S PULASKI RD,41.87774690414193,-87.72599905869923,28.0,True
JJ439436,2025-10-04 14:02:00,100 S PULASKI RD,41.87774690414193,-87.72599905869923,28.0,False
JJ439320,2025-10-04 12:10:00,7600 S ESSEX AVE,41.75619966894669,-87.56388854747082,7.0,False
JJ438833,2025-10-03 23:50:00,4400 W VAN BUREN ST,41.87505165414193,-87.73604465387966,28.0,False
JJ438798,2025-10-03 22:41:00,2400 S FEDERAL ST,41.84924834585807,-87.62983534612034,3.0,False
JJ438798,2025-10-03 22:41:00,2400 S FEDERAL ST,41.84924834585807,-87.62983534612034,3.0,False
JJ438757,2025-10-03 21:36:00,200 E GARFIELD BLVD,41.79410165414193,-87.62074534612034,3.0,False
JJ438782,2025-10-03 21:30:00,2700 W 68TH ST,41.77011834585807,-87.69052465387966,16.0,False
JJ438632,2025-10-03 19:45:00,900 W 85TH ST,41.73995834585807,-87.64599465387965,17.0,True
JJ438632,2025-10-03 19:45:00,900 W 85TH ST,41.73995834585807,-87.64599465387965,17.0,True
JJ438338,2025-10-03 15:42:00,5400 S WELLS ST,41.79607149502007,-87.63231761654335,20.0,True
JJ438253,2025-10-03 15:18:00,2600 W CERMAK RD,41.85166165414193,-87.69034465387966,28.0,True
JJ437609,2025-10-03 02:33:00,6600 S NORMAL BLVD,41.77436309585807,-87.63724905869923,6.0,True
JJ436659,2025-10-02 11:12:00,1800 S HARDING AVE,41.85695309585807,-87.72376905869923,24.0,False
JJ436459,2025-10-01 23:30:00,10000 S AVENUE N,41.71306309585807,-87.53902905869923,10.0,True
JJ436119,2025-10-01 20:20:00,200 E 69TH PL,41.76896309585807,-87.62000905869922,6.0,False
JJ436087,2025-10-01 19:29:00,7900 S DAMEN AVE,41.74995165414193,-87.67341534612034,18.0,False
JJ435519,2025-10-01 12:52:00,4000 W FIFTH AVE,41.87314309585807,-87.72648905869923,24.0,False
JJ434927,2025-10-01 00:01:00,800 W MARQUETTE RD,41.77214165414193,-87.64718534612034,16.0,False
JJ434874,2025-09-30 22:31:00,3000 W ROOSEVELT RD,41.86584690414193,-87.70064094130076,24.0,False
JJ434862,2025-09-30 22:30:00,100 N KEELER AVE,41.88284834585807,-87.73034465387965,28.0,False
JJ434471,2025-09-30 16:24:00,5900 W ROOSEVELT RD,41.86607309585807,-87.77321094130077,29.0,False
JJ433993,2025-09-30 11:06:00,2900 W HARRISON ST,41.87369165414193,-87.69870465387966,28.0,True
JJ433487,2025-09-29 22:52:00,1700 S RUBLE ST,41.85864165414193,-87.64411534612034,25.0,False
JJ432992,2025-09-29 15:39:00,2500 E 78TH ST,41.75387834585807,-87.56298465387965,7.0,True
JJ432902,2025-09-29 14:21:00,8200 S WENTWORTH AVE,41.74500834585807,-87.62856465387966,6.0,True
JJ432883,2025-09-29 14:00:00,400 W 80TH ST,41.74862165414193,-87.63607465387966,6.0,False
JJ432788,2025-09-29 12:36:00,7400 S OGLESBY AVE,41.75964834585807,-87.56788534612033,7.0,False
JJ432788,2025-09-29 12:36:00,7400 S OGLESBY AVE,41.75964834585807,-87.56788534612033,7.0,False
JJ432437,2025-09-29 08:34:00,8300 S BAKER AVE,41.74174165414193,-87.54849534612035,10.0,True
JJ432256,2025-09-29 01:18:00,5100 W MADISON ST,41.87999690414193,-87.75482905869923,28.0,False
JJ431761,2025-09-28 14:44:00,2000 S WASHTENAW AVE,41.85463309585807,-87.69294094130076,25.0,False
JJ431577,2025-09-28 11:37:00,7300 S MICHIGAN AVE,41.76010165414193,-87.62215534612034,6.0,False
JJ431522,2025-09-28 10:38:00,800 E 80TH ST,41.74955834585807,-87.60328465387965,8.0,False
JJ431180,2025-09-28 00:33:00,1200 S FARRAR DR,41.86581966894669,-87.69689854747082,24.0,True
JJ431148,2025-09-27 23:42:00,1600 N KEYSTONE AVE,41.91058834585807,-87.72815534612035,26.0,False
JJ431124,2025-09-27 23:26:00,6800 S CALUMET AVE,41.77045418414193,-87.61659462130076,6.0,False
JJ431144,2025-09-27 23:08:00,7200 S WINCHESTER AVE,41.76134690414193,-87.67182094130077,17.0,True
JJ430228,2025-09-27 08:04:00,3900 W LE MOYNE ST,41.90816834585807,-87.72556534612035,26.0,False
JJ430104,2025-09-27 01:05:00,1200 E 87TH ST,41.73621690414193,-87.59275094130076,8.0,False
JJ430014,2025-09-27 00:10:00,1500 W 62ND ST,41.78091690414193,-87.66347094130077,16.0,False
JJ430040,2025-09-27 00:09:00,4900 W HUBBARD ST,41.88911966894668,-87.75001854747082,37.0,False
JJ431212,2025-09-27 00:00:00,8600 S SANGAMON ST,41.73741834585807,-87.64701465387967,17.0,False
JJ429989,2025-09-26 23:45:00,1200 W SUNNYSIDE AVE,41.96391309585807,-87.66053905869923,46.0,True
JJ429989,2025-09-26 23:45:00,1200 W SUNNYSIDE AVE,41.96391309585807,-87.66053905869923,46.0,False
JJ429942,2025-09-26 22:50:00,7800 S MARYLAND AVE,41.75252834585807,-87.60370465387966,8.0,True
JJ429934,2025-09-26 22:29:00,4300 W NORTH AVE,41.90915690414193,-87.73556094130076,36.0,False
JJ429346,2025-09-26 14:00:00,4400 S KOMENSKY AVE,41.81111690414193,-87.72536905869923,14.0,False
JJ429346,2025-09-26 14:00:00,4400 S KOMENSKY AVE,41.81111690414193,-87.72536905869923,14.0,False
JJ429346,2025-09-26 14:00:00,4400 S KOMENSKY AVE,41.81111690414193,-87.72536905869923,14.0,False
JJ428777,2025-09-26 02:28:00,11800 S LAFAYETTE AVE,41.67810165414193,-87.62448534612034,9.0,False
JJ428648,2025-09-25 22:09:00,4000 W WILCOX ST,41.87915834585807,-87.72696534612034,28.0,True
JJ428499,2025-09-25 19:03:00,13300 S CALUMET AVE,41.65321004585807,-87.61414131869923,9.0,True
JJ428073,2025-09-25 12:35:00,0 W 26TH ST,41.84527951414193,-87.62702620387967,3.0,True
JJ427591,2025-09-25 05:00:00,10000 S ABERDEEN ST,41.71125309585807,-87.65011094130077,21.0,False
JJ427591,2025-09-25 05:00:00,10000 S ABERDEEN ST,41.71125309585807,-87.65011094130077,21.0,False
JJ427437,2025-09-24 22:30:00,500 N CENTRAL AVE,41.89016075553093,-87.76555018643734,29.0,False
JJ427437,2025-09-24 22:30:00,500 N CENTRAL AVE,41.89016075553093,-87.76555018643734,29.0,False
JJ426923,2025-09-24 15:09:00,2600 W 24TH ST,41.84802165414193,-87.69064465387966,25.0,False
JJ426249,2025-09-24 00:26:00,3900 W JACKSON BLVD,41.87747309585807,-87.72549905869923,28.0,False
JJ426170,2025-09-23 22:32:00,1200 S WABASH AVE,41.86728966894668,-87.62581854747083,34.0,False
JJ424663,2025-09-22 19:12:00,10500 S MAY ST,41.70152165414193,-87.65019465387967,21.0,False
JJ424308,2025-09-22 15:09:00,5500 W LAKE ST,41.88802834585807,-87.76478534612033,37.0,True
JJ424066,2025-09-22 12:13:00,7500 S LANGLEY AVE,41.75652690414193,-87.60821905869923,6.0,False
JJ423538,2025-09-22 00:45:00,3900 W WILCOX ST,41.87918834585807,-87.72405534612034,28.0,False
JJ423383,2025-09-21 20:27:00,3100 W 25TH ST,41.84604165414193,-87.70415465387966,25.0,False
JJ423383,2025-09-21 20:27:00,3100 W 25TH ST,41.84604165414193,-87.70415465387966,25.0,False
JJ423017,2025-09-21 15:15:00,11800 S EMERALD AVE,41.67841051059093,-87.64125748906734,21.0,True
JJ423051,2025-09-21 13:30:00,4600 W DIVERSEY AVE,41.93218309585807,-87.74275094130077,31.0,True
JJ422564,2025-09-21 03:00:00,4700 S STATE ST,41.80836690414193,-87.62566094130077,3.0,False
JJ422513,2025-09-21 02:50:00,7300 S WINCHESTER AVE,41.76005165414193,-87.67161465387966,17.0,False
JJ422513,2025-09-21 02:50:00,7300 S WINCHESTER AVE,41.76005165414193,-87.67161465387966,17.0,False
JJ422520,2025-09-21 02:50:00,200 N HALSTED ST,41.88641966894669,-87.64748854747083,27.0,True
JJ422513,2025-09-21 02:50:00,7300 S WINCHESTER AVE,41.76005165414193,-87.67161465387966,17.0,False
JJ422513,2025-09-21 02:50:00,7300 S WINCHESTER AVE,41.76005165414193,-87.67161465387966,17.0,False
JJ422520,2025-09-21 02:50:00,200 N HALSTED ST,41.88641966894669,-87.64748854747083,27.0,False
JJ422442,2025-09-21 00:34:00,10600 S AVENUE M,41.70209834585807,-87.53712465387966,10.0,False
JJ422442,2025-09-21 00:34:00,10600 S AVENUE M,41.70209834585807,-87.53712465387966,10.0,True
JK175893,2025-09-20 23:00:00,8700 S MUSKEGON AVE,41.73660165414193,-87.55528465387965,10.0,False
JJ422331,2025-09-20 21:30:00,1800 S HAMLIN AVE,41.85586309585807,-87.71953094130077,24.0,False
JJ421957,2025-09-20 15:13:00,2300 W 21ST PL,41.85289165414193,-87.68515534612034,25.0,True
JJ421890,2025-09-20 14:42:00,2700 S STATE ST,41.84456966894668,-87.62692854747083,3.0,False
JJ421838,2025-09-20 13:34:00,5200 S UNION AVE,41.79850834585807,-87.64311534612034,20.0,False
JJ421438,2025-09-20 06:57:00,3400 W MONROE ST,41.87988834585807,-87.71172534612035,28.0,True
JJ422462,2025-09-20 00:45:00,5400 S SHORE DR,41.79814834585807,-87.58180465387966,5.0,False
JJ422462,2025-09-20 00:45:00,5400 S SHORE DR,41.79814834585807,-87.58180465387966,5.0,False
JJ421223,2025-09-19 23:44:00,6700 S PRAIRIE AVE,41.77139165414193,-87.61834465387966,6.0,False
JJ421170,2025-09-19 22:39:00,3600 S CALIFORNIA AVE,41.82813966894668,-87.69474854747082,12.0,False
JJ421170,2025-09-19 22:39:00,3600 S CALIFORNIA AVE,41.82813966894668,-87.69474854747082,12.0,False
JJ421161,2025-09-19 22:11:00,10200 S EBERHART AVE,41.70948309585807,-87.61096094130077,9.0,False
JJ421144,2025-09-19 21:57:00,2800 W 71ST ST,41.76393690414193,-87.69288094130077,17.0,False
JJ421173,2025-09-19 20:00:00,4900 W FULLERTON AVE,41.92412165414193,-87.74857465387966,31.0,False
JJ420832,2025-09-19 16:25:00,4500 W FIFTH AVE,41.86934834585807,-87.73918465387966,24.0,False
JJ420832,2025-09-19 16:25:00,4500 W FIFTH AVE,41.86934834585807,-87.73918465387966,24.0,False
JJ420425,2025-09-19 11:37:00,2600 E 79TH ST,41.7511005,-87.55958,7.0,False
JJ422049,2025-09-19 03:00:00,1400 N PULASKI RD,41.90814309585807,-87.72657905869923,26.0,False
JJ418955,2025-09-18 10:00:00,6900 S PAULINA ST,41.7670805,-87.66618,17.0,True
JJ418731,2025-09-18 03:50:00,4900 W LEXINGTON ST,41.87149309585807,-87.74805094130078,29.0,False
JJ418620,2025-09-17 22:00:00,6100 S MASON AVE,41.78153966894669,-87.77039854747082,13.0,False
JJ417051,2025-09-16 11:35:00,1200 W 111TH ST,41.69259309585807,-87.65395094130076,21.0,False
JJ416128,2025-09-16 03:27:00,8200 S PAULINA ST,41.74431834585807,-87.66599534612034,17.0,False
JJ415521,2025-09-15 16:20:00,4900 N KEDZIE AVE,41.97094309585807,-87.70841094130077,33.0,False
JJ415521,2025-09-15 16:20:00,4900 N KEDZIE AVE,41.97094309585807,-87.70841094130077,33.0,False
JJ415511,2025-09-15 15:19:00,6800 S ANTHONY AVE,41.77054309585807,-87.61442094130076,6.0,True
JJ414756,2025-09-15 02:58:00,10600 S AVENUE M,41.70116690414193,-87.53811905869924,10.0,True
JJ414681,2025-09-14 23:51:00,5300 W NORTH AVE,41.90983309585807,-87.75956094130076,37.0,False
JJ414681,2025-09-14 23:51:00,5300 W NORTH AVE,41.90983309585807,-87.75956094130076,37.0,False
JJ414681,2025-09-14 23:51:00,5300 W NORTH AVE,41.90983309585807,-87.75956094130076,37.0,False
JJ414681,2025-09-14 23:51:00,5300 W NORTH AVE,41.90983309585807,-87.75956094130076,37.0,False
JJ414608,2025-09-14 22:27:00,5000 N KENMORE AVE,41.97501834585807,-87.65666534612033,48.0,True
JJ414510,2025-09-14 20:14:00,7800 S MARSHFIELD AVE,41.75229966894668,-87.66468854747082,17.0,False
JJ414384,2025-09-14 18:10:00,2900 E 88TH ST,41.73511003612093,-87.55142567118477,10.0,False
JJ413718,2025-09-14 05:10:00,3600 S LOWE AVE,41.82847834585807,-87.64297534612034,11.0,False
JJ413697,2025-09-14 04:54:00,6200 S LAFLIN ST,41.78025165414193,-87.66239534612033,16.0,False
JJ413652,2025-09-14 03:22:00,600 N MENARD AVE,41.89132834585807,-87.76942465387965,29.0,False
JJ413644,2025-09-14 03:10:00,4800 W HADDON AVE,41.90103690414193,-87.74741094130077,37.0,False
JJ413571,2025-09-14 00:59:00,1600 W 82ND ST,41.74549309585807,-87.66326094130076,17.0,False
JJ413537,2025-09-13 23:48:00,4500 W WILCOX ST,41.87864165414193,-87.73852534612034,28.0,False
JJ413450,2025-09-13 22:08:00,900 W 85TH ST,41.74034966894669,-87.64672854747083,17.0,True
JJ413450,2025-09-13 22:08:00,900 W 85TH ST,41.74034966894669,-87.64672854747083,17.0,False
JJ413290,2025-09-13 19:17:00,11300 S CARPENTER ST,41.68856966894668,-87.64832854747083,21.0,True
JJ412803,2025-09-13 10:45:00,5700 S LAKE SHORE DR,41.79187932663493,-87.57962346683166,5.0,True
JJ412803,2025-09-13 10:45:00,5700 S LAKE SHORE DR,41.79187932663493,-87.57962346683166,5.0,True
